seconds,signal0,signal1
0.0,1176.43117288,2.19691706774
1.0,2970.10669815,-1.03858175961
2.0,3604.09815129,0.306146502751
3.0,3601.22698802,-0.0619025385439
4.0,3602.70271281,-0.131933588869
5.0,3530.05638898,0.626813688923
6.0,3509.50437367,-0.432610444742
7.0,2687.5984085,-0.386813285079
8.0,3450.14919188,-0.241883241172
9.0,2742.52536191,0.347121650823
10.0,2402.58659994,-1.04096925606
11.0,1023.00006509,0.566819032792
12.0,3570.78231272,-0.146178755851
13.0,1412.07285969,1.37415130539
14.0,1862.65833281,-0.447093783763
15.0,609.572703182,-0.690896748093
16.0,3456.74210396,-0.472331976419
17.0,1601.6976966,0.90766059413
18.0,3348.02441013,-0.137316138535
19.0,3007.85834423,-0.00874643231169
20.0,1151.85148207,-0.631826065998
21.0,3286.22024622,0.0655526297377
22.0,3512.83739699,0.506260225287
23.0,3599.33563394,0.0146569819278
24.0,2419.68789673,-0.833940137808
25.0,1185.40664469,1.00447803309
26.0,640.624826707,-0.527412115279
27.0,303.36172989,-0.536863937424
28.0,355.260684382,0.231344919922
29.0,364.365847039,-0.409343829862
30.0,294.536437572,-0.0175339909763
31.0,1042.56802478,-0.0534250312569
32.0,671.002834515,0.549472100462
33.0,758.048868942,0.767148467552
34.0,550.52482348,-0.500178150038
35.0,1204.53818605,-0.428218527662
36.0,432.759819401,-0.307984418652
37.0,579.365973796,-0.0316073473275
38.0,3009.49032331,-0.703914495303
39.0,734.335923263,-0.63848702169
40.0,2421.00986573,2.1102490863
41.0,629.184119852,-0.126214670295
42.0,796.041763015,0.569451591201
43.0,2099.20965734,-0.555998981686
44.0,1562.26006861,1.24682360861
45.0,3144.1327349,-0.552612892847
46.0,1983.65894913,-0.482543295268
47.0,2669.97620778,0.344670353212
48.0,3482.58969037,-0.0511393188417
49.0,1131.12466918,-0.429443528841
50.0,1635.00018336,0.405117106374
51.0,2640.42969469,-0.815851244942
52.0,3464.87649287,0.314322215466
53.0,3563.33472744,-0.225137154159
54.0,616.030901517,2.19577267963
55.0,3564.5501323,-0.955339310795
56.0,3318.10344964,-0.0767552368835
57.0,1250.56436073,-0.34241919865
58.0,3587.15432255,-0.528992877616
59.0,3371.89906285,0.596728817887
60.0,2760.0441408,-0.269538516078
61.0,1692.6545184,0.0503246104118
62.0,516.511540995,0.213944992457
63.0,389.351594638,-0.158219975866
64.0,442.857816078,0.228542805533
65.0,743.960218567,0.63399663022
66.0,1085.74736253,-0.934886017645
67.0,528.82652794,1.29351076578
68.0,228.231399937,-0.29589370926
69.0,266.775126756,-0.0602785417164
70.0,74.9427892719,-0.151882869382
71.0,519.137522182,-0.00542531058598
72.0,467.852782684,-0.880086950444
73.0,367.965739302,2.17851310804
74.0,1928.56507301,-1.03641445757
75.0,250.597495205,0.922023699389
76.0,90.2262211858,-0.57167735106
77.0,45.8987682845,-0.00364798886954
78.0,49.7118743141,0.211418758269
79.0,43.0666100661,-0.183047217278
80.0,313.8625816,0.355004595141
81.0,111.769939877,-0.0158728782117
82.0,205.820145749,0.335426935474
83.0,384.933774817,0.566023557645
84.0,235.016176994,-0.467883428796
85.0,580.352421844,-0.736844573599
86.0,715.325232917,-0.0268534585586
87.0,683.129812591,0.391796731484
88.0,456.987416036,-0.245945794072
89.0,777.041094902,1.35078688501
90.0,651.370756225,-0.6781241195
91.0,1783.09256111,0.37472397255
92.0,249.185218995,-0.554140315717
93.0,452.791200233,0.415975117952
94.0,504.41634389,-0.517538147084
95.0,1193.56417172,-0.136698031129
96.0,645.955161497,0.481978557835
97.0,1216.24884566,-0.009046743369
98.0,1187.34474017,0.101555172664
99.0,1674.9904577,-0.722222264644
100.0,1017.21425661,0.0637433954771
101.0,577.466040284,-0.0341857986421
102.0,2286.06159254,-0.665120723119
103.0,3537.81281633,2.15613610574
104.0,3047.99620214,-0.690989910952
105.0,1018.15038206,0.0607735117643
106.0,500.491757302,-0.393501749114
107.0,622.783108387,0.708462762915
108.0,2396.25236856,-0.504298235857
109.0,2665.77606647,-0.0590804396648
110.0,1898.35170919,-0.0988148378771
111.0,2830.2008615,0.0631855878808
112.0,1556.33918395,0.260943523352
113.0,3598.69803281,-0.250373564917
114.0,3600.1154974,0.512775631221
115.0,3581.26539188,-0.732362067141
116.0,3086.20440688,-0.307625110071
117.0,3230.62025677,0.777810300862
118.0,781.75391917,-0.0295466440602
119.0,468.250287002,-0.11628257729
120.0,475.53129155,0.368518673091
121.0,3323.61276337,-0.0416445742545
122.0,1799.38481306,-0.756286455119
123.0,3575.26545693,0.550636467827
124.0,3327.31687434,0.215798217887
125.0,3490.35352055,-0.599524525422
126.0,3379.90623297,0.495919756541
127.0,3586.10850541,-0.102857146383
128.0,3549.12955969,0.562658091492
129.0,3480.7938756,-0.739007064245
130.0,1871.75253916,-0.56538199006
131.0,3223.75897336,1.04986950053
132.0,1276.03353855,-1.02033918889
133.0,3366.89686184,0.0215244100645
134.0,3555.09576435,0.22834504832
135.0,3529.58617998,2.18197905282
136.0,3515.40031679,-1.06297161531
137.0,3506.31535215,2.09667117766
138.0,3446.7879228,-0.0411049880871
139.0,1056.44492626,-0.565475512259
140.0,1151.64929706,0.934428765084
141.0,483.78643767,-1.01107757366
142.0,706.222011212,0.926180131199
143.0,2667.16414068,-0.532265872001
